qseqid,sample,pmatch_gsnap,pmatch_rapsearch,qlength,step_change,other_blast_contigs,blast_hits_gsnap_acc,blast_hits_gsnap_taxid,blast_hits_gsnap_lca,blast_hits_rapsearch_acc,blast_hits_rapsearch_taxid,blast_hits_rapsearch_lca,short,low_depth,blast_gsnap_ntax,blast_rapsearch_ntax,kingdom_gsnap,kingdom_rapsearch,taxid,kingdom,scientific_name,rank,Division,Genus,CommonName,cov
NODE_2498_length_331_cov_2.295276,CMS001_013_Ra_S5,0,0.6072507552870091,331,False,37,[],[],NA,"[""'SJZ45030.1'""]",['64969'],64969,False,False,0,1,NA,Bacteria,64969,Bacteria,Oceanospirillum multiglobuliferum,species,g-proteobacteria,Oceanospirillum,NA,2.295276
NODE_2378_length_338_cov_4.406130,CMS001_013_Ra_S5,0,0.6952662721893491,338,False,59,[],[],NA,"[""'XP_025149971.1'""]",['89462'],89462,False,False,0,1,NA,Chordata,89462,Chordata,Bubalus bubalis,species,even-toed ungulates,Bubalus,water buffalo,4.406130
NODE_5105_length_254_cov_2.062147,CMS001_013_Ra_S5,0,0.7637795275590551,254,False,55,[],[],NA,"[""'CAX83705.1'"", "" 'XP_001862614.1'"", "" 'XP_001862777.1'"", "" 'XP_001865473.1'""]","['6182', ' 7176', ' 7176', ' 7176']",33213,True,False,0,2,NA,Metazoa,33213,Metazoa,Bilateria,no rank,animals,NA,NA,2.062147
NODE_2_length_3918_cov_65.268420,CMS001_013_Ra_S5,0,0.937723328228688,3918,False,25,[],[],NA,"[""'AIF71031.1'"", "" 'ATQ62690.1'"", "" 'AWJ96711.1'"", "" 'AWK27465.1'"", "" 'YP_009505331.1'""]","['1980610', ' 1980610', ' 1980610', ' 1980610', ' 1980610']",1980610,False,False,0,2,NA,Viruses,1980610,Viruses,Phasi Charoen-like phasivirus,species,viruses,NA,NA,65.268420
NODE_132_length_1000_cov_2.449621,CMS001_013_Ra_S5,0.9990000000000001,0.19,1000,False,10,"[""'AJ001588.1'"", "" 'JQ219662.1'"", "" 'KJ397606.1'"", "" 'KM609214.1'"", "" 'LC073697.1'""]","['9986', ' 274686', ' 100181', ' 283924', ' 1701145']",9979,"[""'BAE87620.1'""]",['9541'],9541,False,False,5,1,Chordata,Chordata,9979,Chordata,Leporidae,family,rabbits & hares,NA,rabbits and hares,2.449621
NODE_803_length_518_cov_71.571429,CMS001_013_Ra_S5,0.998069498069498,0.8822393822393823,518,False,17,"[""'KX061875.1'"", "" 'XR_002790568.1'"", "" 'XR_002805825.1'"", "" 'XR_002805831.1'"", "" 'XR_003129431.1'""]","['9593', ' 10141', ' 9796', ' 9796', ' 286419']",1437010,"[""'KRX52181.1'""]",['181606'],181606,False,False,4,1,Chordata,Metazoa,1437010,Chordata,Boreoeutheria,no rank,placentals,NA,NA,71.571429
NODE_225_length_825_cov_2.622995,CMS001_013_Ra_S5,0,0.017001830303030305,825,False,11,[],[],NA,"[""'XP_008262472.2'""]",['9986'],9986,False,False,0,1,NA,Chordata,9986,Chordata,Oryctolagus cuniculus,species,rabbits & hares,Oryctolagus,rabbit,2.622995
NODE_1240_length_436_cov_24.331476,CMS001_013_Ra_S5,0.981651376146789,0.8233944954128442,436,False,14,"[""'CP003282.1'""]",['889378'],889378,"[""'ABZ84907.1'"", "" 'EDO56335.1'""]","['498761', ' 411489']",186802,False,False,1,2,Bacteria,Bacteria,889378,Bacteria,Spirochaeta africana DSM 8902,no rank,spirochetes,Spirochaeta,NA,24.331476
NODE_771_length_526_cov_71.028953,CMS001_013_Ra_S5,0.994296577946768,0.988593155893536,526,False,22,"[""'CP001843.1'"", "" 'CP002116.1'"", "" 'CP002868.1'""]","['545694', ' 573413', ' 744872']",137,"[""'ELY20074.1'""]",['1204738'],1204738,False,False,3,1,Bacteria,Bacteria,137,Bacteria,Spirochaetaceae,family,spirochetes,NA,NA,71.028953
NODE_3_length_3419_cov_2.444045,CMS001_013_Ra_S5,0,0.7964317051769523,3419,False,69,[],[],NA,"[""'AJT39579.1'"", "" 'AJT39585.1'"", "" 'AJT39589.1'"", "" 'YP_009336493.1'""]","['1075826', ' 1075826', ' 1075826', ' 1923298']",10239,False,False,0,3,NA,Viruses,10239,Viruses,Viruses,superkingdom,viruses,NA,NA,2.444045
NODE_1_length_6965_cov_47.988240,CMS001_013_Ra_S5,0,0.9692749461593684,6965,False,37,[],[],NA,"[""'AIF71030.1'"", "" 'ATQ62689.1'"", "" 'AWJ96710.1'"", "" 'YP_009505327.1'"", "" 'YP_009505332.1'""]","['1980610', ' 1980610', ' 1980610', ' 1980609', ' 1980610']",1980421,False,False,0,3,NA,Viruses,1980421,Viruses,Phasivirus,genus,viruses,NA,NA,47.988240
NODE_918_length_353_cov_7.496377,CMS002_020b_Rb_S132_L004,0.9830028328611898,0.8555240793201133,353,False,20,"[""'EU019262.2'"", "" 'EU019263.2'"", "" 'EU019264.2'"", "" 'XR_002991502.1'"", "" 'XR_003225852.1'""]","['29917', ' 1338630', ' 237183', ' 88036', ' 206008']",2759,"[""'GAW26663.1'"", "" 'KNE89549.1'""]","['77044', ' 1165861']",451864,False,False,5,2,Eukaryota,Fungi,2759,Eukaryota,Eukaryota,superkingdom,eukaryotes,NA,eucaryotes,7.496377
NODE_26_length_1718_cov_956.214503,CMS002_020b_Rb_S132_L004,0.04481955762514552,0.8655413271245634,1718,False,6,"[""'KF687542.1'""]",['332058'],332058,"[""'YP_009337878.1'""]",['1922926'],1922926,False,False,1,1,Arthropoda,Viruses,1922926,Viruses,Hubei mosquito virus 2,species,viruses,NA,NA,956.214503
NODE_21_length_1820_cov_926.479633,CMS002_020b_Rb_S132_L004,0,0.8565934065934065,1820,False,7,[],[],NA,"[""'APG78260.1'""]",['1923025'],1923025,False,False,0,1,NA,Viruses,1923025,Viruses,Hubei partiti-like virus 19,species,viruses,NA,NA,926.479633
NODE_1208_length_318_cov_2.074689,CMS002_020b_Rb_S132_L004,0,0.7421383647798742,318,False,49,[],[],NA,"[""'ASA47282.1'"", "" 'ASA47369.1'"", "" 'ASA47403.1'"", "" 'ASA47464.1'"", "" 'ASA47494.1'""]","['2010271', ' 2010271', ' 2010271', ' 2010271', ' 2010271']",2010271,False,False,0,2,NA,Viruses,2010271,Viruses,Culex mononega-like virus 1,species,viruses,NA,NA,2.074689
NODE_85_length_1020_cov_2.356310,CMS002_020b_Rb_S132_L004,0,0.9049019607843136,1020,False,49,[],[],NA,"[""'ASA47282.1'"", "" 'ASA47403.1'"", "" 'ASA47464.1'"", "" 'ASA47494.1'""]","['2010271', ' 2010271', ' 2010271', ' 2010271']",2010271,False,False,0,2,NA,Viruses,2010271,Viruses,Culex mononega-like virus 1,species,viruses,NA,NA,2.356310
NODE_24_length_1762_cov_2.514540,CMS002_020b_Rb_S132_L004,0,0.046985187287173664,1762,False,14,[],[],NA,"[""'YP_009342337.1'""]",['1923698'],1923698,False,False,0,1,NA,Viruses,1923698,Viruses,Wuhan fly virus 4,species,viruses,NA,NA,2.514540
NODE_205_length_675_cov_2.249164,CMS002_020b_Rb_S132_L004,0,0.9896296296296296,675,False,35,[],[],NA,"[""'YP_009342337.1'""]",['1923698'],1923698,False,False,0,1,NA,Viruses,1923698,Viruses,Wuhan fly virus 4,species,viruses,NA,NA,2.249164
NODE_293_length_561_cov_2.000000,CMS002_020b_Rb_S132_L004,0,0.4598930481283423,561,False,19,[],[],NA,"[""'XP_016208528.1'""]",['253628'],253628,False,False,0,1,NA,Fungi,253628,Fungi,Verruconis gallopava,species,ascomycetes,Verruconis,NA,2.000000
NODE_32_length_1478_cov_2378.580300,CMS002_020b_Rb_S132_L004,0,0.5230040595399188,1478,False,6,[],[],NA,"[""'AKH40308.1'"", "" 'AWY11087.1'""]","['1654364', ' 1654364']",1654364,False,False,0,2,NA,Viruses,1654364,Viruses,Chaq virus,species,viruses,NA,NA,2378.580300
NODE_1227_length_316_cov_3.054393,CMS002_020b_Rb_S132_L004,0.9968354430379748,0.8829113924050633,316,False,15,"[""'HG970335.2'"", "" 'KY781165.1'""]","['5518', ' 110526']",147550,"[""'KNE89549.1'""]",['1165861'],1165861,False,False,2,1,Fungi,Fungi,147550,Fungi,Sordariomycetes,class,ascomycetes,NA,NA,3.054393
NODE_72_length_1075_cov_2.002004,CMS002_020b_Rb_S132_L004,0,0.9897674418604652,1075,False,49,[],[],NA,"[""'ASA47282.1'"", "" 'ASA47369.1'"", "" 'ASA47403.1'"", "" 'ASA47464.1'"", "" 'ASA47494.1'""]","['2010271', ' 2010271', ' 2010271', ' 2010271', ' 2010271']",2010271,False,False,0,2,NA,Viruses,2010271,Viruses,Culex mononega-like virus 1,species,viruses,NA,NA,2.002004
NODE_1664_length_280_cov_4.182266,CMS002_020b_Rb_S132_L004,0,0.6357142857142857,280,False,9,[],[],NA,"[""'AYP67541.1'""]",['2485865'],2485865,True,False,0,1,NA,Viruses,2485865,Viruses,Blue fish point virus,species,viruses,NA,NA,4.182266
NODE_246_length_611_cov_2.013109,CMS002_020b_Rb_S132_L004,0,0.9803600654664484,611,False,30,[],[],NA,"[""'YP_009342337.1'""]",['1923698'],1923698,False,False,0,1,NA,Viruses,1923698,Viruses,Wuhan fly virus 4,species,viruses,NA,NA,2.013109
NODE_1194_length_320_cov_2.078189,CMS002_020b_Rb_S132_L004,0.996875,0.784375,320,False,21,"[""'AM270051.1'"", "" 'AM920431.1'"", "" 'FJ345354.1'"", "" 'FJ345355.1'"", "" 'JQ911699.1'""]","['5061', ' 500485', ' 264951', ' 5076', ' 5076']",5042,"[""'XP_015702239.1'"", "" 'XP_025393783.1'"", "" 'XP_025393846.1'"", "" 'XP_025394042.1'""]","['502779', ' 1448321', ' 1448321', ' 1448321']",451871,False,False,4,2,Fungi,Fungi,5042,Fungi,Eurotiales,order,ascomycetes,NA,green and blue molds,2.078189
NODE_2010_length_272_cov_2.246154,CMS002_020b_Rb_S132_L004,0.9963235294117648,0.5698529411764706,272,False,47,"[""'CP019375.1'"", "" 'XR_002991556.1'""]","['5327', ' 88036']",2759,"[""'KNE88863.1'""]",['1165861'],1165861,True,False,2,1,Eukaryota,Fungi,2759,Eukaryota,Eukaryota,superkingdom,eukaryotes,NA,eucaryotes,2.246154
NODE_2_length_4106_cov_2.236783,CMS002_020b_Rb_S132_L004,0,0.9985387238188016,4106,False,37,[],[],NA,"[""'YP_009342337.1'""]",['1923698'],1923698,False,False,0,1,NA,Viruses,1923698,Viruses,Wuhan fly virus 4,species,viruses,NA,NA,2.236783
NODE_70_length_1103_cov_2.590643,CMS002_020b_Rb_S132_L004,0,0.08545621033544877,1103,False,2,[],[],NA,"[""'AJT39582.1'""]",['1075826'],1075826,False,False,0,1,NA,Viruses,1075826,Viruses,dsRNA virus environmental sample,species,viruses,NA,NA,2.590643
NODE_489_length_447_cov_3.048649,CMS002_020b_Rb_S132_L004,0,0.3534675615212528,447,False,25,[],[],NA,"[""'ASA47413.1'"", "" 'ASA47433.1'"", "" 'YP_009388622.1'""]","['2010272', ' 2010272', ' 2010272']",2010272,False,False,0,2,NA,Viruses,2010272,Viruses,Culex mononega-like virus 2,species,viruses,NA,NA,3.048649
NODE_15109_length_252_cov_5.005714,CMS001_016_Ra_S6,0,0.4682539682539682,252,False,20,[],[],NA,"[""'YP_009164029.1'""]",['1708654'],1708654,True,False,0,1,NA,Viruses,1708654,Viruses,Parramatta River virus,species,viruses,NA,NA,5.005714
NODE_2477_length_514_cov_49.498856,CMS001_016_Ra_S6,0.9980544747081712,0.8793774319066148,514,False,12,"[""'KX061874.1'"", "" 'KX061879.1'"", "" 'XR_002805825.1'"", "" 'XR_002805831.1'"", "" 'XR_003129431.1'""]","['9593', ' 61853', ' 9796', ' 9796', ' 286419']",1437010,"[""'XP_023494358.1'""]",['9796'],9796,False,False,4,1,Chordata,Chordata,1437010,Chordata,Boreoeutheria,no rank,placentals,NA,NA,49.498856
NODE_8794_length_303_cov_4.004425,CMS001_016_Ra_S6,0,0.4521452145214521,303,False,10,[],[],NA,"[""'ACX94847.1'"", "" 'XP_001655641.2'"", "" 'XP_019541069.1'""]","['42344', ' 7159', ' 7160']",33317,False,False,0,3,NA,Metazoa,33317,Metazoa,Protostomia,no rank,animals,NA,NA,4.004425
NODE_116_length_1535_cov_8.362826,CMS001_016_Ra_S6,0.9993485342019544,0.1973941368078176,1535,False,37,"[""'JN632670.1'"", "" 'JN632672.1'"", "" 'KM612273.1'"", "" 'KM612274.1'"", "" 'KM612276.1'""]","['9872', ' 9874', ' 9874', ' 9874', ' 9874']",9871,"[""'SGW64293.1'""]",['83555'],83555,False,False,2,1,Chordata,Bacteria,9871,Chordata,Odocoileus,genus,even-toed ungulates,NA,NA,8.362826
NODE_4152_length_419_cov_2.625731,CMS001_016_Ra_S6,0,0.2911694510739857,419,False,20,[],[],NA,"[""'XP_008567920.1'"", "" 'XP_026968204.1'""]","['482537', ' 90247']",1437010,False,False,0,2,NA,Chordata,1437010,Chordata,Boreoeutheria,no rank,placentals,NA,NA,2.625731
NODE_4294_length_413_cov_21.598214,CMS001_016_Ra_S6,0.7651331719128329,0.9951573849878934,413,False,18,"[""'AC231275.2'"", "" 'KX061881.1'"", "" 'KX061882.1'"", "" 'XM_025294186.1'"", "" 'XR_003313602.1'""]","['9606', ' 9544', ' 9544', ' 89462', ' 116960']",1437010,"[""'SBT55224.1'"", "" 'XP_025149971.1'""]","['864142', ' 89462']",2759,False,False,4,2,Chordata,Eukaryota,2759,Eukaryota,Eukaryota,superkingdom,eukaryotes,NA,eucaryotes,21.598214
NODE_1476_length_626_cov_43.211293,CMS001_016_Ra_S6,0.9009584664536742,0.889776357827476,626,False,13,"[""'KX061881.1'"", "" 'XM_025293985.1'"", "" 'XR_002740182.1'"", "" 'XR_003129431.1'"", "" 'XR_003313602.1'""]","['9544', ' 89462', ' 9685', ' 286419', ' 116960']",1437010,"[""'EXD08168.1'"", "" 'KRY64374.1'"", "" 'KRZ48505.1'"", "" 'OQY64528.1'"", "" 'XP_016282350.1'""]","['1310558', ' 6337', ' 6335', ' 470', ' 13616']",131567,False,False,5,5,Chordata,NA,1437010,Chordata,Boreoeutheria,no rank,placentals,NA,NA,43.211293
NODE_14520_length_255_cov_2.050562,CMS001_016_Ra_S6,0,0.9803921568627452,255,False,208,[],[],NA,"[""'KID80942.1'"", "" 'XP_021709044.1'""]","['1276143', ' 7159']",33154,True,False,0,2,NA,Eukaryota,33154,Eukaryota,Opisthokonta,no rank,eukaryotes,NA,NA,2.050562
NODE_7613_length_324_cov_2.578947,CMS001_016_Ra_S6,0.9969135802469136,0.9969135802469136,324,False,46,"[""'AF479107.1'"", "" 'AY189112.1'"", "" 'AY428812.1'"", "" 'XR_002883357.1'"", "" 'XR_002979766.1'""]","['28927', ' 48067', ' 58331', ' 58331', ' 3694']",1437201,"[""'XP_011013113.1'""]",['75702'],75702,False,False,4,1,Viridiplantae,Viridiplantae,75702,Viridiplantae,Populus euphratica,species,eudicots,Populus,Euphrates poplar,2.578947
NODE_10159_length_282_cov_5.058537,CMS001_016_Ra_S6,0.99645390070922,0.9929078014184396,282,False,16,"[""'CP012808.1'"", "" 'CP025618.1'"", "" 'CP026420.1'"", "" 'HM109390.1'"", "" 'HQ284879.1'""]","['1324350', ' 108981', ' 1636603', ' 86473', ' 988707']",1236,"[""'CDY63600.1'""]",['3708'],3708,True,False,5,1,Bacteria,Viridiplantae,1236,Bacteria,Gammaproteobacteria,class,g-proteobacteria,NA,NA,5.058537
NODE_8115_length_315_cov_2.731092,CMS001_016_Ra_S6,0,0.3809523809523809,315,False,32,[],[],NA,"[""'KGL73273.1'""]",['94827'],94827,False,False,0,1,NA,Chordata,94827,Chordata,Tinamus guttatus,species,birds,Tinamus,white-throated tinamou,2.731092
NODE_6268_length_354_cov_2.371841,CMS001_016_Ra_S6,0,0.8531073446327684,354,False,213,[],[],NA,"[""'ETN60218.1'"", "" 'PNH07608.1'""]","['43151', ' 47790']",2759,False,False,0,2,NA,Eukaryota,2759,Eukaryota,Eukaryota,superkingdom,eukaryotes,NA,eucaryotes,2.371841
NODE_3593_length_443_cov_8.273224,CMS001_016_Ra_S6,0.9932279909706546,0.9164785553047404,443,False,3636,"[""'AC231275.2'"", "" 'AL592188.60'"", "" 'CP027095.1'"", "" 'KX061879.1'"", "" 'KX061880.1'""]","['9606', ' 9606', ' 72004', ' 61853', ' 61853']",1437010,"[""'DAA15291.1'""]",['9913'],9913,False,False,4,1,Chordata,Chordata,1437010,Chordata,Boreoeutheria,no rank,placentals,NA,NA,8.273224
NODE_1693_length_595_cov_4.312741,CMS001_016_Ra_S6,0.8436974789915966,0.8084033613445378,595,False,30,"[""'AP018824.1'"", "" 'CP012608.1'"", "" 'CP015594.1'"", "" 'CP024011.1'"", "" 'CP031716.1'""]","['108980', ' 1646498', ' 1608473', ' 1808001', ' 1879050']",469,"[""'CBA31926.1'""]",['667019'],667019,False,False,5,1,Bacteria,Bacteria,469,Bacteria,Acinetobacter,genus,g-proteobacteria,NA,NA,4.312741
NODE_14513_length_255_cov_4.640449,CMS001_016_Ra_S6,0,0.33725490196078434,255,False,1,[],[],NA,"[""'KRY64375.1'"", "" 'KRY99991.1'""]","['6337', ' 6337']",6337,True,False,0,2,NA,Metazoa,6337,Metazoa,Trichinella pseudospiralis,species,nematodes,Trichinella,NA,4.640449
NODE_361_length_1051_cov_8.167351,CMS001_016_Ra_S6,0.8544243577545195,0.24262607040913414,1051,False,89,"[""'AF091708.1'"", "" 'HQ332445.1'"", "" 'JN632670.1'"", "" 'KM612273.1'"", "" 'KM612276.1'""]","['9872', ' 9874', ' 9872', ' 9874', ' 9874']",9871,"[""'CDP90914.1'"", "" 'XP_001869359.1'""]","['6279', ' 7176']",1206794,False,False,3,2,Chordata,Metazoa,9871,Chordata,Odocoileus,genus,even-toed ungulates,NA,NA,8.167351
NODE_8906_length_301_cov_6.875000,CMS001_016_Ra_S6,0.973421926910299,0.9700996677740864,301,False,6672,"[""'AF052051.1'"", "" 'CP011905.1'"", "" 'CP027092.1'"", "" 'FO393396.1'""]","['9606', ' 112262', ' 72004', ' 9913']",1437010,"[""'ELK37276.1'"", "" 'ELK38641.1'""]","['225400', ' 225400']",225400,False,False,4,2,Chordata,Chordata,1437010,Chordata,Boreoeutheria,no rank,placentals,NA,NA,6.875000
NODE_2146_length_543_cov_63.433476,CMS001_016_Ra_S6,0.9963167587476981,0.8213627992633518,543,False,14,"[""'KX061879.1'"", "" 'KX061880.1'"", "" 'KX061881.1'"", "" 'KX061882.1'"", "" 'XR_003129431.1'""]","['61853', ' 61853', ' 9544', ' 9544', ' 286419']",1437010,"[""'XP_016282856.1'"", "" 'XP_017900692.1'""]","['13616', ' 9925']",32525,False,False,4,2,Chordata,Chordata,1437010,Chordata,Boreoeutheria,no rank,placentals,NA,NA,63.433476
NODE_10087_length_283_cov_6.766990,CMS001_016_Ra_S6,0.4068887279151944,0.6607773851590106,283,False,13,"[""'XM_019708112.1'""]",['7160'],7160,"[""'NP_001086711.1'""]",['8355'],8355,True,False,1,1,Arthropoda,Chordata,8355,Chordata,Xenopus laevis,species,frogs & toads,Xenopus,African clawed frog,6.766990
NODE_1643_length_604_cov_2.673624,CMS001_016_Ra_S6,0,0.5546357615894039,604,False,35,[],[],NA,"[""'ELW62073.1'"", "" 'XP_008575814.1'""]","['246437', ' 482537']",314146,False,False,0,2,NA,Chordata,314146,Chordata,Euarchontoglires,superorder,placentals,NA,NA,2.673624
NODE_10290_length_280_cov_30.113300,CMS001_016_Ra_S6,0.9964285714285714,0.8214285714285714,280,False,3629,"[""'CP027095.1'"", "" 'EU823286.1'"", "" 'JN412502.1'"", "" 'JN846872.1'"", "" 'NR_046271.1'""]","['72004', ' 9874', ' 89462', ' 100272', ' 9796']",2759,"[""'WP_071218889.1'""]",['470'],470,True,False,5,1,Eukaryota,Bacteria,2759,Eukaryota,Eukaryota,superkingdom,eukaryotes,NA,eucaryotes,30.113300
NODE_259_length_1199_cov_9.430481,CMS001_016_Ra_S6,0.999165971643036,0.6371976647206005,1199,False,37,"[""'AP018824.1'"", "" 'CP014477.1'"", "" 'CP024632.1'"", "" 'CP028800.1'"", "" 'CP030880.1'""]","['108980', ' 48296', ' 40215', ' 40215', ' 29430']",469,"[""'EEZ93815.1'""]",['638315'],638315,False,False,4,1,Bacteria,Bacteria,469,Bacteria,Acinetobacter,genus,g-proteobacteria,NA,NA,9.430481
NODE_2027_length_556_cov_4.991649,CMS001_016_Ra_S6,0.9982014388489208,0.9514388489208632,556,False,3637,"[""'CP027095.1'"", "" 'KX061879.1'"", "" 'KX061880.1'"", "" 'KX061881.1'"", "" 'NR_046271.1'""]","['72004', ' 61853', ' 61853', ' 9544', ' 9796']",1437010,"[""'KRZ48513.1'"", "" 'XP_024345032.1'""]","['6335', ' 6210']",33213,False,False,4,2,Chordata,Metazoa,1437010,Chordata,Boreoeutheria,no rank,placentals,NA,NA,4.991649
NODE_433_length_390_cov_2.463259,CMS002_027b_Rb_S153_L004,0,0.6666666666666666,390,False,45,[],[],NA,"[""'WP_012481793.1'""]",['263437'],263437,False,False,0,1,NA,Bacteria,263437,Bacteria,Wolbachia endosymbiont of Culex quinquefasciatus,species,a-proteobacteria,Wolbachia,NA,2.463259
NODE_369_length_417_cov_3.650000,CMS002_027b_Rb_S153_L004,0.9952038369304556,0.8896882494004796,417,False,1397,"[""'AM999887.1'"", "" 'CP003883.1'""]","['570417', ' 1236908']",953,"[""'WP_015587929.1'"", "" 'WP_108784136.1'""]","['77038', ' 215173']",953,False,False,2,2,Bacteria,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,3.650000
NODE_267_length_490_cov_637.975787,CMS002_027b_Rb_S153_L004,0.9959183673469388,0.7918367346938775,490,False,1180,"[""'AM999887.1'"", "" 'CP001391.1'"", "" 'CP003884.1'"", "" 'CP011148.1'"", "" 'LK055284.1'""]","['570417', ' 66084', ' 1236909', ' 1633785', ' 225364']",953,"[""'CAJ30047.1'""]",['431944'],431944,False,False,5,1,Bacteria,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,637.975787
NODE_477_length_369_cov_2.948630,CMS002_027b_Rb_S153_L004,0.997289972899729,0.9891598915989159,369,False,807,"[""'AM999887.1'""]",['570417'],570417,"[""'WP_019236792.1'""]",['955'],955,False,False,1,1,Bacteria,Bacteria,570417,Bacteria,Wolbachia endosymbiont of Culex quinquefasciatus Pel,no rank,a-proteobacteria,Wolbachia,NA,2.948630
NODE_735_length_290_cov_2.056338,CMS002_027b_Rb_S153_L004,0.9965517241379309,0.986206896551724,290,False,502,"[""'AM999887.1'"", "" 'CP015510.2'""]","['570417', ' 169402']",953,"[""'CAQ55466.1'"", "" 'EEB55317.1'"", "" 'EEB55911.1'"", "" 'EEB55937.1'"", "" 'WP_007301911.1'""]","['570417', ' 569881', ' 569881', ' 569881', ' 263437']",263437,True,False,2,3,Bacteria,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,2.056338
NODE_71_length_882_cov_2.987578,CMS002_027b_Rb_S153_L004,0.16099773242630386,0.9444444444444444,882,False,11,"[""'AE017226.1'""]",['243275'],243275,"[""'OHD22979.1'"", "" 'OQX28934.1'"", "" 'RKX90529.1'"", "" 'VDB01277.1'"", "" 'WP_013968584.1'""]","['1802176', ' 1940821', ' 2202144', ' 260710', ' 215591']",203691,False,False,1,5,Bacteria,Bacteria,203691,Bacteria,Spirochaetes,phylum,bacteria,NA,NA,2.987578
NODE_626_length_320_cov_3.913580,CMS002_027b_Rb_S153_L004,0,0.728125,320,False,46,[],[],NA,"[""'WP_012481793.1'""]",['263437'],263437,False,False,0,1,NA,Bacteria,263437,Bacteria,Wolbachia endosymbiont of Culex quinquefasciatus,species,a-proteobacteria,Wolbachia,NA,3.913580
NODE_309_length_451_cov_2.029412,CMS002_027b_Rb_S153_L004,0.9977827050997784,0.9223946784922394,451,False,1323,"[""'AM999887.1'"", "" 'CP003883.1'""]","['570417', ' 1236908']",953,"[""'WP_068651677.1'""]",['125593'],125593,False,False,2,1,Bacteria,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,2.029412
NODE_455_length_381_cov_2.115132,CMS002_027b_Rb_S153_L004,0,0.6010498687664042,381,False,13,[],[],NA,"[""'PCG11017.1'"", "" 'WP_074641236.1'""]","['955', ' 163']",2,False,False,0,2,NA,Bacteria,2,Bacteria,Bacteria,superkingdom,bacteria,NA,eubacteria,2.115132
NODE_279_length_477_cov_2.555000,CMS002_027b_Rb_S153_L004,0,0.5849056603773585,477,False,10,[],[],NA,"[""'WP_015588478.1'""]",['77038'],77038,False,False,0,1,NA,Bacteria,77038,Bacteria,Wolbachia endosymbiont of Drosophila simulans,species,a-proteobacteria,Wolbachia,NA,2.555000
NODE_794_length_277_cov_2.555000,CMS002_027b_Rb_S153_L004,0.7136324187725633,0.9891696750902528,277,False,64,"[""'AP013028.1'""]",['246273'],246273,"[""'WP_063630607.1'""]",['368602'],368602,True,False,1,1,Bacteria,Bacteria,368602,Bacteria,Wolbachia endosymbiont of Laodelphax striatella,species,a-proteobacteria,Wolbachia,NA,2.555000
NODE_966_length_259_cov_2.346154,CMS002_027b_Rb_S153_L004,0,0.9922779922779924,259,False,13,[],[],NA,"[""'RKX96515.1'""]",['2202144'],2202144,True,False,0,1,NA,Bacteria,2202144,Bacteria,Spirochaetes bacterium,species,bacteria,NA,NA,2.346154
NODE_275_length_482_cov_2.241975,CMS002_027b_Rb_S153_L004,0.9979253112033196,0.9937759336099584,482,False,1237,"[""'AF401090.2'"", "" 'AM999887.1'"", "" 'CP003883.1'""]","['955', ' 570417', ' 1236908']",953,"[""'AAK83926.2'"", "" 'Q93MK7.1'"", "" 'WP_006014690.1'"", "" 'WP_082861179.1'"", "" 'WP_096097165.1'""]","['955', ' 955', ' 955', ' 1605993', ' 955']",953,False,False,3,3,Bacteria,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,2.241975
NODE_240_length_511_cov_4.018433,CMS002_027b_Rb_S153_L004,0.43639921722113495,0.598825831702544,511,False,578,"[""'CP003884.1'"", "" 'CP011148.1'"", "" 'LK055284.1'""]","['1236909', ' 1633785', ' 225364']",953,"[""'WP_007301859.1'""]",['263437'],263437,False,False,3,1,Bacteria,Bacteria,263437,Bacteria,Wolbachia endosymbiont of Culex quinquefasciatus,species,a-proteobacteria,Wolbachia,NA,4.018433
NODE_402_length_403_cov_2.239264,CMS002_027b_Rb_S153_L004,0,0.34739454094292804,403,False,4,[],[],NA,"[""'EEB56262.1'"", "" 'WP_096097154.1'""]","['569881', ' 955']",953,False,False,0,2,NA,Bacteria,953,Bacteria,Wolbachia,genus,a-proteobacteria,NA,NA,2.239264
NODE_835_length_272_cov_2.246154,CMS002_027b_Rb_S153_L004,0,0.4117647058823529,272,False,15,[],[],NA,"[""'WP_013968584.1'""]",['215591'],215591,True,False,0,1,NA,Bacteria,215591,Bacteria,Treponema caldarium,species,spirochetes,Treponema,NA,2.246154
NODE_68_length_905_cov_2.468599,CMS002_027b_Rb_S153_L004,0.4154696132596685,0.96353591160221,905,False,7,"[""'CP011060.1'"", "" 'CP014349.1'"", "" 'CP014808.1'""]","['1329908', ' 1867252', ' 140']",140,"[""'OHD73486.1'"", "" 'WP_028972743.1'""]","['1802194', ' 504483']",203691,False,False,3,2,Bacteria,Bacteria,203691,Bacteria,Spirochaetes,phylum,bacteria,NA,NA,2.468599
