Sample	ST	gapA	infB	mdh	pgi	phoE	rpoB	tonB	mismatches	uncertainty	depth	maxMAF	ADC_Bla	AMPH_Ecoli_Bla	Aac3-IIa_AGly	Aac3-I_AGly	Aac3-Iva_AGly	Aac6-32_AGly	Aac6-33_AGly	Aac6-IIc_AGly	Aac6-Iaf_AGly	AacAad_AGly	AadA4-5_AGly	AadA_AGly	AadB_AGly	AmpC1_Ecoli_Bla	AmpC2_Ecoli_Bla	AmpH_Bla	Aph3''Ia_AGly	Aph4-Ia_AGly	AphA6_AGly	ArmA_AGly	Arr_Rif	BlaA1_Bla	BlaA2_Bla	CMY_Bla	CTX-M-1_Bla	CTX-M-9_Bla	CatA1_Phe	CatA2_Phe	CatBx_Phe	CmlA_Phe	DHA_Bla	DfrA1_Tmt	DfrA27_Tmt	DfrA5_Tmt	DfrA7_Tmt	DfrA8_Tmt	DfrA_Tmt	DfrB_Tmt	EreA_MLS	Erm42_MLS	ErmB_MLS	ErmC_MLS	FloR_Phe	FosA_Fcyn	IMP-1_Bla	KPC-1_Bla	LAP_Bla	Mbl_Bla	MphA_MLS	MphE_MLS	MrdA_Bla	MsrE_MLS	NDM-1_Bla	OXA-1_Bla	OXA-237_Bla	OXA-2_Bla	OXA-48_Bla	OXA-51_Bla	OXA-7_Bla	OXA-9_Bla	OqxA_Flq	OqxB_Flq	Qnr-A_Flq	Qnr-S_Flq	QnrB_Flq	RmtB_AGly	RmtC_AGly	RmtF_AGly	SHV-OKP-LEN_Bla	Sat-2A_AGly	StrA_AGly	StrB_AGly	SulIII_Sul	SulII_Sul	SulI_Sul	TEM-1D_Bla	TetA_Tet	TetB_Tet	TetC_Tet	TetD_Tet	VIM-1_Bla	Zn-dependent_hydrolase_Bla
SRR1166964	258	3	3	1	1	1	1	79	0	-	27.163	0.153846153846	-	-	-	-	Aac3-Iva_1489*	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605	-	-	-	AmpH_634*	Aph3-Ia_1218*	Aph4-Ia_1061	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	CmlA1_1537*	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-2_797	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-12_1288	-	-	-	-	-	SulI_1616	TEM-79_932*	-	-	-	-	-	-
SRR1166965	379	44	3	1	1	1	1	79	0	-	91.5938571429	0.142857142857	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KPC-3_798	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	-	-	-	TEM-219_1722*	-	-	-	-	-	-
SRR1166966	379	44	3	1	1	1	1	79	0	-	84.4882857143	0.125	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605*	-	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	-	-	SulI_1616	TEM-219_1722*	-	-	-	-	-	-
SRR1166967	258	3	3	1	1	1	1	79	mdh_1/trun	-	454.285	0.302395209581	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605	-	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	-	-	SulI_1616	TEM-183_1022*	-	-	-	-	-	-
SRR1166968	258	3	3	1	1	1	1	79	0	-	430.768142857	0.302752293578	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677*	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	CatA1_1470*?	-	-	-	-	-	-	DfrA14_322	-	-	DfrA12_1089*?	-	-	-	-	-	-	-	-	KPC-3_798	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49*	-	-	-	-	-	-	SHV-11_1287	-	StrA_1501*	StrB_1614	-	SulII_1219	-	TEM-183_1022*	-	-	-	-	-	-
SRR1166969	258	3	3	1	1	1	1	79	mdh_1/trun	-	413.415285714	0.329305135952	-	-	-	-	Aac3-Iva_1489*	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605*	-	-	-	AmpH_634*	-	Aph4-Ia_1061	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	CmlA1_1537*	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-2_797	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-12_1288	-	-	-	SulIII_1498	-	SulI_1616	TEM-183_1022*	-	-	-	-	-	-
SRR1166970	258	3	3	1	1	1	1	79	0	-	538.792571429	0.230588235294	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA17_1603*	-	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-2_797	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287*	-	-	-	-	-	SulI_1616	TEM-183_1022*	-	-	-	-	-	-
SRR1166971	258	3	3	1	1	1	1	79	mdh_1/trun	-	400.076142857	0.407284768212	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605	AadB_1085*	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	-	-	SulI_1616	TEM-183_1022*	-	-	-	-	-	-
SRR1166972	258	3	3	1	1	1	1	79	mdh_1/trun	-	350.458	0.301960784314	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605*	-	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	-	-	SulI_1616	TEM-183_1022*	-	-	-	-	-	-
SRR1166973	NF	3	61	1	1	1	1	79	mdh_1/trun	-	421.759571429	0.344936708861	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605*	-	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-2_797	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-31_1301*	-	-	-	-	-	SulI_1616	TEM-183_1022*	-	-	-	-	-	-
SRR1166974	258	3	3	1	1	1	1	79	mdh_1/trun	-	422.887	0.272206303725	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605	-	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-2_797	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-12_1288	-	-	-	-	-	SulI_1616	TEM-183_1022*	-	-	-	-	-	-
SRR1166975	258	3	3	1	1	1	1	79	mdh_1/trun	-	458.586285714	0.313725490196	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677*	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	Aph3-Ia_1218*?	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DfrA14_322	-	-	-	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663*?	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49*	-	-	-	-	-	-	SHV-159_1402*?	-	StrA_1501*	StrB_1614	-	SulII_1219	SulI_1616*?	TEM-183_1022*	-	-	-	-	-	-
SRR1166976	258	3	3	1	1	1	1	79	mdh_1/trun	-	393.753	0.302395209581	-	-	-	-	Aac3-Iva_1489*	-	-	-	-	Aac6-Ib_1677	-	AadA15_1602*	-	-	-	AmpH_634*	Aph3-Ia_1218*	Aph4-Ia_1061	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	CmlA1_1537*	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	SulIII_1498	-	SulI_1616	TEM-183_1022*	-	-	-	-	-	-
SRR1166977	258	3	3	1	1	1	1	79	mdh_1/trun	-	345.202714286	0.28870292887	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605*	-	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-2_797	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	-	-	SulI_1616	TEM-183_1022*	-	-	-	-	-	-
SRR1166978	258	3	3	1	1	1	1	79	0	-	108.648571429	0.5	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605	AadB_1085*	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*?	-	-	-	-	-	SulI_1616	TEM-122_972*	-	-	-	-	-	-
SRR1166979	NF*	3	138*	1	1	1	1	79	infB_138/9holes	-	173.603142857	0.25	-	-	-	-	Aac3-Iva_1489*	-	-	-	-	Aac6-Ib_1677	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	Aph3-Ia_1218*	Aph4-Ia_1061	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	CmlA1_1537*	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*?	-	-	-	SulIII_1498	-	SulI_1616	TEM-171_1017*	-	-	-	-	-	-
SRR1166980	NF*	3	-	1	1	208*	1	79*	phoE_208/16holes;tonB_79/23holes	-	33.2493333333	0.166666666667	-	-	-	-	Aac3-Iva_1489*	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605	-	-	-	AmpH_634*	Aph3-Ia_1218*	Aph4-Ia_1061	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	CmlA1_1537*	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	SulIII_1498	-	SulI_1616	TEM-219_1722*	-	-	-	-	-	-
SRR1166981	258*	3	3*	1	1	1	1	79	infB_3/2holes	-	61.3962857143	0.25	-	-	-	-	Aac3-Iva_1489*	-	-	-	-	Aac6-Ib_1677*	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	Aph3-Ia_1218*	Aph4-Ia_1061	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	CmlA1_1537*	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	SulIII_1498	-	SulI_1616	TEM-79_932*	-	-	-	-	-	-
SRR1166982	258	3	3	1	1	1	1	79	0	-	76.5207142857	0.333333333333	-	-	-	-	-	-	Aac6-33_1667	-	-	Aac6-Ib_1677	-	AadA1-pm_1597*?	AadB_1085	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	FloR_1212*	-	-	KPC-2_797	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	-	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*?	-	-	-	-	SulII_1219	SulI_1616	TEM-1D_887	-	-	-	-	-	-
SRR1166983	258	3	3	1	1	1	1	79	0	-	69.495	0.5	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677*	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DfrA14_322	-	-	-	-	-	-	-	-	-	-	-	KPC-19_1703*?	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*?	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*?	-	-	-	-	-	-	TEM-183_1022*?	-	-	-	-	-	-
SRR1166984	258	3	3	1	1	1	1	79	0	-	110.501285714	0.25	-	-	-	-	Aac3-Iva_1489*	-	-	-	-	Aac6-Ib_1677*	-	AadA2_1605	-	-	-	AmpH_634*	Aph3-Ia_1218*	Aph4-Ia_1061	-	-	-	-	-	-	-	-	-	-	-	CmlA1_1537*	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	SulIII_1498	-	SulI_1616	TEM-79_932*	-	-	-	-	-	-
SRR1166985	NF*	3	60*	1	1	1	1	79	infB_60/20holes	-	105.208714286	0.333333333333	-	-	-	-	Aac3-Iva_1489*	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605	-	-	-	AmpH_634*	Aph3-Ia_1218*	Aph4-Ia_1061	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	CmlA1_1537*	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-2_797	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*?	-	-	-	SulIII_1498	-	SulI_1616	TEM-98_951*?	-	-	-	-	-	-
SRR1166986	258	3	3	1	1	1	1	79	0	-	75.9962857143	0.2	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677*	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	DfrA14_322	-	-	DfrA12_1089*	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-12_1288	-	StrA_1501*	StrB_1614	-	SulII_1219	SulI_1616	TEM-54_917*	-	-	-	-	-	-
SRR1166987	258*	3	3*	1	1	1	1	79	infB_3/1holes	-	76.9595714286	0.2	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	DfrA14_322	-	-	-	-	-	-	-	-	-	-	-	KPC-3_798	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	StrA_1501*	StrB_1614	-	SulII_1219	-	TEM-168_1015*	-	-	-	-	-	-
SRR1166988	NF*	3	-	1	1	302*	1	300*	phoE_302/15holes;tonB_300/4snp43holes	-	30.6388333333	0.388888888889	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DfrA14_322	-	-	-	-	-	-	-	-	-	-	-	KPC-3_798	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	StrA_1501*	StrB_1614	-	SulII_1219	-	TEM-54_917*	-	-	-	-	-	-
SRR1166989	512*	54	3*	1	1	1	1	79	infB_3/19holes	-	45.2415714286	0.5	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605	-	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	-	-	SulI_1616	TEM-79_932*	-	-	-	-	-	-
SRR1166990	512	54	3	1	1	1	1	79	0	-	116.797142857	0.117647058824	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605	-	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	-	-	SulI_1616	TEM-79_932*	-	-	-	-	-	-
SRR1166991	258*	3	3*	1	1	1	1	79	infB_3/1holes	-	47.44	0.25	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605*	-	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	-	-	-	MphA_1663?	-	-	-	-	-	-	-	-	-	-	-	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*?	-	-	-	-	-	SulI_1616	TEM-176_1018*	-	-	-	-	-	-
SRR1166992	NF*	3	138*	1	1	1	1	79	infB_138/24holes	-	67.3257142857	0.25	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605*	-	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	-	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	-	-	SulI_1616	-	-	-	-	-	-	-
SRR1166993	258	3	3	1	1	1	1	79	0	-	94.9167142857	0.133333333333	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605*	-	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-2_797	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*?	-	-	-	-	-	SulI_1616	TEM-79_932*	-	-	-	-	-	-
SRR1166994	258	3	3	1	1	1	1	79	0	-	83.3875714286	0.125	-	-	-	-	Aac3-Iva_1489*	-	-	-	-	Aac6-Ib_1677	-	AadA3_1610*	-	-	-	AmpH_634*	-	Aph4-Ia_1061	-	-	-	-	-	-	-	-	CatA1_1470*?	-	-	CmlA1_1537*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KPC-2_797	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-12_1288	-	-	-	SulIII_1498	-	-	-	-	-	-	-	-	-
SRR1166995	258	3	3	1	1	1	1	79	0	-	100.998714286	0.166666666667	-	-	-	-	Aac3-Iva_1489*	-	-	-	-	Aac6-Ib_1677*?	-	AadA2_1605	-	-	-	AmpH_634*	-	Aph4-Ia_1061	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	CmlA1_1537*	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	-	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*?	-	-	-	SulIII_1498	-	SulI_1616	TEM-171_1017*	-	-	-	-	-	-
SRR1166996	258	3	3	1	1	1	1	79	0	-	67.5922857143	0.5	-	-	-	-	Aac3-Iva_1489*	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605	-	-	-	AmpH_634*	Aph3-Ia_1218*	Aph4-Ia_1061	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	CmlA1_1537*	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-2_797	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*?	-	-	-	SulIII_1498	-	SulI_1616	TEM-141_990*	-	-	-	-	-	-
SRR1166997	258*	3	3*	1	1	1	1	79	infB_3/4holes	-	43.7127142857	0.25	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	-	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KPC-2_797	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*?	-	-	-	-	-	-	-	-	-	-	-	-	-
SRR1166998	258	3	3	1	1	1	1	79	0	-	69.1818571429	0.363636363636	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677*	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	DfrA14_322	-	-	-	-	-	-	-	-	-	-	-	KPC-3_798	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-12_1288	-	StrA_1501*	StrB_1614	-	SulII_1219	-	TEM-54_917*	-	-	-	-	-	-
SRR1166999	258	3	3	1	1	1	1	79	0	-	57.369	0.166666666667	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605*	-	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-2_797	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-11_1287	-	-	-	-	-	SulI_1616	TEM-79_932*	-	-	-	-	-	-
SRR1167000	NF	3	3	1	1	1	1	-	0	-	116.735166667	0.142857142857	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA1-pm_1597*?	-	-	-	AmpH_634*	-	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	DfrA14_322	-	-	-	-	-	-	-	-	-	-	-	KPC-3_798	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*?	-	StrA_1501*	StrB_1614	-	SulII_1219	-	TEM-219_1722*	-	-	-	-	-	-
SRR1167001	258	3	3	1	1	1	1	79	0	-	74.4672857143	0.153846153846	-	-	-	-	-	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605	-	-	-	AmpH_634*	Aph3-Ia_1218*	-	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	-	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-2_797	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*?	-	-	-	-	-	SulI_1616	TEM-141_990*	-	-	-	-	-	-
SRR1167002	258	3	3	1	1	1	1	79	0	-	44.4938571429	0.272727272727	-	-	-	-	Aac3-Iva_1489*	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605	-	-	-	AmpH_634*	Aph3-Ia_1218*	Aph4-Ia_1061	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	CmlA1_1537*	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-2_797	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*?	-	-	-	SulIII_1498	-	SulI_1616	TEM-192_1030*	-	-	-	-	-	-
SRR1167003	258	3	3	1	1	1	1	79	0	-	60.8145714286	0.25	-	-	-	-	Aac3-Iva_1489*	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605	-	-	-	AmpH_634*	Aph3-Ia_1218*	Aph4-Ia_1061	-	-	-	-	-	-	-	-	CatA1_1470*	-	-	CmlA1_1537*	-	-	-	-	-	-	DfrA12_1089	-	-	-	-	-	-	-	-	KPC-2_797	-	-	MphA_1663	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-39_1309*?	-	-	-	SulIII_1498	-	SulI_1616	TEM-55_918*	-	-	-	-	-	-
SRR1167004	258	3	3	1	1	1	1	79	0	-	95.866	0.0909090909091	-	-	-	-	Aac3-Iva_1489*	-	-	-	-	Aac6-Ib_1677	-	AadA2_1605	-	-	-	AmpH_634*	Aph3-Ia_1218*	Aph4-Ia_1061	-	-	-	-	-	-	-	-	-	-	-	CmlA1_1537*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KPC-2_797	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-9_1619*	OqxA_1044	OqxB_49	-	-	-	-	-	-	SHV-12_1288	-	-	-	SulIII_1498	-	SulI_1616	TEM-141_990*	-	-	-	-	-	-
